title,source,date,time,category,sub-category,content,url
Cara Cegah Orang Bunuh Diri Lewat Medsos,liputan6.com,2019-09-10,11:00,Health,Mind & Soul," Pikiran seseorang yang ingin , bisa terlihat dari unggahan di akun media sosial (medsos) pribadinya. Unggahan seperti memperbarui status dalam bentuk tulisan.,Umumnya tulisan tersebut sarat dengan keluh kesah, nuansa depresi, bahkan kalimat yang mengindikasikan adanya keinginan mengakhiri hidup. Namun tak jarang warganet menanggapinya di kolom komentar dengan kalimat-kalimat yang tidak tepat, misalnya 'Imannya kurang ya.',""Kalau melihat medsos, orang dengan pikiran ingin melakukan , seharusnya warganet bukan , mental seperti itu. Kita harus mendengar keluhan dan mendengar apa yang mereka rasakan,"" jelas dokter spesialis kejiwaan Dian Pitawati melalui siaran , Kementerian Kesehatan RI, Senin (9/9/2019).,Dengan mencoba mendengar keluhan orang itu, bisa menjadi upaya mengurangi pikiran-pikiran negatifnya terkait bunuh diri. Hal ini bisa mencegah orang tersebut untuk melakukan tindak ,.,Yang perlu kita lakukan sebagai sesama warganet, yakni memberi komentar yang mendorong pencegahan bunuh diri.,""Sebagai , yang enggak saling kenal, kita bisa memberikan informasi soal layanan , kesehatan mental, Lembaga Swadaya Masyarakat (LSM) yang bisa membantu maupun komunitas yang berfokus seputar bunuh diri,"" lanjut Dian yang berpraktik di RSUP Fatmawati Jakarta.,Cara memanfaatkan medsos dengan bijak terhadap seseorang yang berkeinginan bunuh diri dapat menyelamatkan nyawa orang tersebut. Namun, yang utama, perhatian dari keluarga teman di sekitar orang yang punya keinginan bunuh diri.,""Mereka perlu mendampingi dan mendatangkan tenaga kesehatan. Dengar dan temani apa keluhan mereka,"" Dian menerangkan.",https://www.liputan6.com/health/read/4058499/cara-cegah-orang-bunuh-diri-lewat-medsos
AS Ingin Bernegosiasi Lagi dengan Korea Utara dalam Waktu Dekat,liputan6.com,2019-09-10,10:00,Global,Internasional," Amerika Serikat berharap dapat melanjutkan kembali pembicaraan denuklirisasi dengan , dalam beberapa hari atau pekan mendatang, kata Menteri Luar Negeri Mike Pompeo, Minggu.,Perundingan yang bertujuan membongkar program rudal dan nuklir Pyongyang terhenti sejak kandasnya KTT kedua antara Presiden AS Donald Trump dan Pemimpin , Kim Jong Un di Hanoi Februari lalu.,Trump dan Kim kembali bertemu pada Juni di perbatasan antara ,dan Korea Selatan. Keduanya sepakat merajut kembali pembicaraan tersebut namun hingga kini masih belum terealisasi.,""Kami mengetahui Pimpinan Kim terus membuat komitmen untuk melakukan denuklirisasi. Kami berharap bahwa dalam beberapa hari atau mungkin pekan mendatang kami dapat kembali berunding dengan mereka. Itulah hasil terbaik,"" kata Pompeo saat tampil dalam program acara ""This Week"" di stasiun ,, seperti dikutip dari ,, Selasa (10/9/2019).,Korut menembakkan serentetan rudal jarak dekat dalam beberapa pekan terakhir, sebagai protes terhadap pelatihan militer gabungan antara Korsel dan AS, serta adopsi senjata baru, yang mempersulit dihidupkannya kembali pembicaraan antar dua pimpinan tersebut., ,Rencana itu datang ditengah ketegangan terbaru antara AS-Korut, dipicu oleh uji coba persenjataan terbaru yang dilakukan oleh Pyongyang pada Agustus 2019 ini. Uji coba dilaksanakan untuk merespons latihan militer gabungan antara AS - Korea Selatan di Semenanjung Korea pada bulan yang sama.,Rangkaian peristiwa itu bertolak-belakang dari apa yang telah disepakati oleh masing-masing pihak sejak pertemuan tingkat tinggi antar-Korea (Inter-Korea Summit) dan pertemuan tingkat tinggi AS - Korut (US-DPRK) sepanjang 2018 hingga awal 2019.,Dalam rangkaian pertemuan tersebut, ketiga pihak sepakat menahan diri dari melakukan tindakan yang bisa memicu eskalasi di semenanjung, seperti latihan gabungan militer Korea Selatan dan AS; serta uji coba rudal Korea Utara.,Menyikapi situasi terkini, Trump telah memberi sinyal untuk mengadakan pertemuan tingkat tinggi dengan Korea Utara demi membahas sejumlah permasalahan yang dihadapi masing-masing negara.",https://www.liputan6.com/global/read/4058467/as-ingin-bernegosiasi-lagi-dengan-korea-utara-dalam-waktu-dekat
Australia Blokir 8 Situs yang Masih Tayangkan Video Penembakan di Christchurch,liputan6.com,2019-09-10,08:08,Global,Internasional," Delapan situs di Australia masih menayangkan video serangan mematikan di dua masjid di ,. Otoritas Australia pun menginstruksikan penyedia layanan internet untuk memblokir akses ke delapan situs itu. ,Seorang pria yang dilengkapi senjata semi-otomatis membantai jamaah Salat Jumat di , di South Island, Selandia Baru, pada 15 Maret. Akibatnya 51 orang tewas dalam penembakan massal paling sadis di negara tersebut.,Pelaku menyiarkan aksi kejinya secara langsung di akun Facebook dan tayangan itu langsung menyebar luas.,Sebagian besar situs langsung menghapus tautan ke video tersebut, namun komisaris eSafety Australia, Julie Inman Grant, mengatakan delapan situs lokal yang menentang permintaannya agar menghapus konten tersebut.,""Kami tidak dapat membiarkan bahan keji ini dimanfaatkan untuk mempromosikan, membangkitkan atau menginstruksikan aksi , lebih lanjut,"" kata Grant dalam satu pernyataan, seperti dilansir ,, Selasa (9/9/2019)., ,Pemblokiran delapan situs itu muncul di tengah upaya pemerintah Australia untuk menekan berbagi konten kekerasan secara ,.,Australia pada April mengesahkan undang-undang yang memungkinkan Canberra menjatuhkan denda kepada perusahaan media sosial hingga 10 persen dari omzet global tahunan mereka. UU itu juga dapat menjebloskan ke penjara para eksekutif hingga tiga tahun jika konten kekerasan tidak ""langsung"" dihapus.,Perusahaan seperti Facebook dan Google, pemilik situs berbagi video Youtube, bila tidak menghapus video atau gambar apa pun yang menunjukkan pembunuhan, penyiksaan atau pemerkosaan dengan segera di Australia akan langsung mendapat hukuman.",https://www.liputan6.com/global/read/4058480/australia-blokir-8-situs-yang-masih-tayangkan-video-penembakan-di-christchurch
Top 3 Global: Sejumlah Asteroid Melintasi Bumi Mencuri Perhatian,liputan6.com,2019-09-10,10:30,Global,Internasional," Perkiraan mengenai asteroid yang datang ke Bumi menjadi artikel terpopuler di kanal Global , pada Senin 9 September 2019. Asteroid ini konon sangat dekat dengan Bumi pada Senin malam atau Selasa dini hari.,Kabarnya NASA pun memantau apakah benda luar angkasa ini akan menghantam Bumi atau hanya melintas.,Masih membahas tentang asteroid, artikel benda melintasi langit malam di Inggris, diduga warga adalah asteroid, juga menjadi sorotan publik. ,Asteroid bernama God of Chaos diprediksi oleh astronom akan menghantam Bumi pada 2029. Tak main-main, benda ini memiliki kekuatan bom nuklir yang dijatuhkan di Hiroshima. Artikel ini juga menjadi berita populer.,Simak ulasan selengkapnya Top 3 berikut:,Badan antariksa Amerika (NASA) menemukan adanya asteroid yang tengah meluncur dari ruang angkasa dengan kecepatan hampir 50.000 mph menuju Bumi. Asteroid ini akan sangat dekat dengan Bumi pada Senin malam atau Selasa, 10 September dini hari.,NASA memperkirakan batu itu akan datang paling dekat ke Bumi sekitar pukul 08.13 malam waktu BST. Jalan lintas asteroid sedang dilacak Pusat Studi Objek Dekat Bumi NASA (CNEOS) di Institut Teknologi California.,Petugas kepolisian dari Devon dan Cornwall di Inggris menggelar operasi pencarian besar-besaran untuk mencari puing-puing yang diduga asteroid. Operasi dijalankan setelah mereka menerima laporan warga yang melihat benda bercahaya misterius jatuh dari langit.,Asteroid bernama God of Chaos, yang memiliki 65.000 kali kekuatan bom nuklir yang dijatuhkan di Hiroshima, berpeluang besar menabrak Bumi. Para astronom memprediksi, asteroid berukuran 370 meter itu menghantam Bumi pada 2029.",https://www.liputan6.com/global/read/4058787/top-3-global-sejumlah-asteroid-melintasi-bumi-mencuri-perhatian
10-9-1977: Eksekusi Mati dengan Guillotine Terakhir di Perancis,liputan6.com,2019-09-10,06:00,Global,Histori," Hamida Djandoubi adalah korban terkahir di ,dari eksekusi guillotine. Sebelumnya, Eugen Weidmann adalah orang terakhir yang menghadapi hal seperti itu.,Ketika mendengar mengenai eksekusi guillotine, pikiran Anda mungkin tertuju pada Marie Antoniette atau Raja Louis XVI. Pemenggalan di depan umum adalah hal yang populer di tahun 1700-an dan berfungsi sebagai cara yang efektif untuk mengeksekusi penjahat dan pernyataan publik.,Hal itu tampaknya suatu bentuk eksekusi dan hiburan sosial yang efektif, bahkan ada pada abad ke-20, seperti dilansir di , oleh ,.,Eksekusi mati terakhir dengan guillotine ini dilakukan pada 10 September 1977. Saat itu adalah di mana film Star Wars pertama tayang di bisokop dan juga di sekitar waktu yang sama ketika anak-anak di Amerika sedang menunggu untuk mendapatkan sebuah sistem permainan Atari baru.,Djandoubi adalah seorang imigran Tunidia ke Perancis yang dinyatakan bersalah atas penculikan, penyiksaan dan pembunuhan pacarnya --warga neegara Perancis Élisabeth Bousquet. Ia juga dinyatakan bersalah atas penculikkan beberapa gadis muda dan menahan mereka di rumahnya.,Dia dijatuhi hukuman mati pada Februari 1977 dan mengajukan banding dua kali sebelum akhirnya mengetahui bahwa hukumannya ditegakkan. Dia dieksekusi pada pukul 4:40, 10 September, di halaman Penjara Baumettes di Marseille.,Meskipun eksekusi Djandoubi sangat dipublikasikan, lelaki itu dieksekusi secara privasi karena undang-undang yang diberlakukan dari kekacauan eksekusi Eugen Weidmann.,Sebelumnya eksekusi Eugen Weidmann pada tahun 1936, adalah eksekusi terakhir yang dilakukan di depan umum. Weidmann merupakan seorang narapidana Jerman yang pindah ke Perancis pada awal 1930-an guna mencari cara untuk menjadi kaya dengan cepat.,Bersama dengan dua temannya, Weidman menyewa sebuah vila di Saint-Cloud, Paris. Di sana, ketiga pria itu akan menculik turis kaya dan mencari uang serta barang berharga mereka lalu membunuh mereka.,Pada Maret 1939, Weidmann ditangkap bersama rekan-rekannya. Dua pria lainnya dibebaskan dari tuduhan dan hukuman penjara, sayangnya Weidmann tidak beruntung. Dia diberi hukuman maksimal dan diperintahkan untuk dieksekusi melalui guillotine, di hadapan publik di luar penjara.,Namun, eksekusi tersebut memicu kekacauan massal dan 'perilaku histeris' yang diperlihatkan oleh publik. Ini menyebabkan Presiden Perancis Albert Lebrun segera memutuskan bahwa semua eksekusi di masa depan akan dijauhkan dari mata publik.,Itulah yang mereka lakukan, sampai akhirnya pada 1977, tradisi pemenjaraan yang dipenggal selama berabad-abad ini diakhiri., , ,Reporter: Aqilah Ananda Purwanti",https://www.liputan6.com/global/read/4058472/10-9-1977-eksekusi-mati-dengan-guillotine-terakhir-di-perancis
"Observatorium Laut Milik Jerman Hilang Misterius, Dugaan Mengarah pada...",liputan6.com,2019-09-10,07:00,Global,Internasional," Sebuah wahana pemantauan lingkungan laut di lepas pantai Baltik , telah menghilang secara misterius. Peristiwa itu membuat bingung komunitas peneliti bahkan penegak hukum sekalipun.,""Observatorium"" laut Boknis Eck, yang bernilai sekitar 300.000 euro, memiliki berat lebih dari setengah ton --membuatnya hampir mustahil untuk diseret oleh badai, pasang surut atau hewan besar, kata para pakar ,.,Penyelam hanya menemukan kabel listrik yang robek di lokasi terakhir kali wahana itu mengirim data lokasi, pada kedalaman 22 meter, 1,8 km lepas pantai --sebuah area terlarang untuk dilintasi secara bebas, berlokasi di Kiel, ,.,Tidak ada kapal - bahkan kapal penangkap ikan lokal - yang diizinkan masuk ke wilayah tersebut, yang disebut Teluk Eckernförde --70 km dari selatan perbatasan Denmark.,Observatorium itu, yang dipasang pada akhir 2016, berhenti mengirim data lokasi pada 21 Agustus 2019.,Wahan terdiri dari unit daya, dihubungkan dengan kabel ke pantai, dan unit instrumen --memiliki total berat sekitar 770 kg.,Pusat riset oseanografi Jerman, Geomar, telah mengajukan laporan kepada aparat. Berbagai spekulasi mencuat, termasuk dugaan pencurian.,Penegak hukum tengah mengumpulkan informasi mengenai ""dugaan oknum mencurigakan yang mungkin berada di area perairan itu"" pada hari di mana observatorium terakhir dilapokran terlihat.,Wahana tersebut berfungsi untuk mengukur kualitas air laut, termasuk suhu dan tingkat garam, oksigen, nutrisi, klorofil, dan metana.,""Data yang kami dapatkan darinya sangat berharga,"" kata Prof Hermann Bange, kepala penelitian oseanografi di Geomar, sebuah pusat ilmiah di Kiel, seperti dikutip dari BBC.,Stasiun itu terdiri dari dua kerangka apung kelas berat; satu membawa catu daya, sementara yang lain membawa sensor. Instrumen-instrumen itu digunakan dalam proyek pengumpulan data lingkungan yang telah berlangsung sejak 1957.",https://www.liputan6.com/global/read/4058460/observatorium-laut-milik-jerman-hilang-misterius-dugaan-mengarah-pada
"Pembalut hingga Puntung Rokok, Ratusan Kilogram Sampah Cemari Gold Coast",liputan6.com,2019-09-10,09:01,Global,Internasional," Pantai-pantai Gold Coast yang terkenal di ,, Australia mungkin terlihat bersih dan murni, tapi salah satu penduduk setempat mengatakan ada kemungkinan kita menemukan sampah yang terkubur di dalamnya.,Jennifer Schultz dari kawasan Mermaid Waters di Gold Coast menceritakan dirinya yang suka memilah-milah pasir untuk mencoba mencari kerang dan fosil yang unik.,Tapi ia sangat tidak menikmatinya saat menemukan banyak sampah terkubur di antara timbunan pasir.,""Terkadang mengejutkan jumlah sampah yang saya temukan,"" katanya, seperti dikutip dari ,, Selasa (9/9/2019).,""Saya berjalan di pantai, kadang dengan ombak yang tinggi, dan cukup sering saya mengambil apa yang dilihat dan saya kembali dengan satu kantong penuh sampah,"" ujarnya.,""Saya mencari kerang, fosil, barang-barang yang indah, tapi malah menemukan puntung rokok, pembalut, kantong berisi kotoran anjing, kaleng, tutup botol, sedotan, dan itu sepanjang pantai."", ,Jennifer memutuskan untuk mengumpulkan sampah-sampah yang ia temukan di sepanjang jalan-jalan pantai, untuk kemudian dibuang ke tempat semestinya.,Menurutnya, menjadi sebuah tugas yang mudah karena ia tidak perlu pergi jauh-jauh untuk melakukan pembersihannya.,""Jika saya mengambil sedikit saja dan semua orang juga melakukan yang sama, kita semua bisa membuat perbedaan,"" katanya.,""Mungkin lokasi yang kita lakukan terasa kecil, tapi secara keseluruhan setiap hari saya keluar, setiap langkah yang diambil, setiap hal yang kulihat dan kuambil membuat perbedaan."",Ia mengakui ""hal yang benar-benar menjijikan"" saat mengumpulkan sampah orang lain, dan ibunya sempat berpikir Jennifer ""gila"" karena mengumpulkan beberapa barang yang kotor.,""Tampon bekas, pembalut bekas, bandaid, perban, itu sangat kotor,"" katanya.,""Saya menggunakan sarung tangan untuk mengambil barang seperti itu.,""Kotoran anjing di kantong plastik, jika Anda membawa anjing ke pantai, tolong bawa kembali juga kotorannya."", ,Jennifer tidak sendirian dalam misinya untuk membersihkan pantai Gold Coast.,Selama 15 tahun terakhir Griffith Centre for Coastal Management dan City of Gold Coast telah menjalankan program komunitas 'BeachCare' untuk melestarikan dan melindungi pantai.,James Gullison dari proyek tersebut mengatakan relawan di tahun lalu berhasil mengumpulkan 500 kilogram butiran sampah dari pasir.,""Barang-barang paling umum yang ditemukan di pantai untuk tahun ini adalah sekitar 6.000 puntung rokok, 3.000 barang plastik lunak, 1.800 lembar kertas, 1.500 barang plastik keras, dan 800 lembar busa,"" katanya.,James mengatakan program tidak akan berhasil tanpa banyak relawan yang telah berpartisipasi.,""Lebih dari 1.100 sukarelawan berpartisipasi dalam 40 acara selama tahun keuangan 2018/19,"" katanya.,""Penduduk Gold Coast memiliki semangat tinggi dengan tempat mereka tinggal, khususnya banyak pantai yang kita miliki di wilayah ini."",Ia mengatakan para relawan BeachCare telah melihat dampak dari Pemerintah Queensland yang memperkenalkan larangan kantong plastik dan skema mendapat uang dari kontainer pada tahun 2018.,""Begitu larangan dan peraturan diberlakukan, ada pengurangan yang nyata dalam jumlah kantong plastik dan botol serta kaleng yang ditemukan di pantai kita,"" katanya.",https://www.liputan6.com/global/read/4058474/pembalut-hingga-puntung-rokok-ratusan-kilogram-sampah-cemari-gold-coast
"Wanita Diduga Bomber Bunuh Diri Meledak Dekat Markas Militer Filipina, Teror?",liputan6.com,2019-09-10,10:50,Global,Internasional," Seorang wanita yang dicurigai sebagai pengebom bunuh diri tewas dalam ledakan di dekat sebuah markas militer, , di bagian selatan ,pada Minggu 8 September 2019. Pihak terkait mengatakan sejauh ini tidak ada korban lain.,Menurut laporan ,, Selasa (10/9/2019), jika dikonfirmasi, insiden itu akan menjadi bom bunuh diri keempat di bagian selatan Filipina yang bergolak dalam 14 bulan. Hal itu menambah kekhawatiran tentang kekuatan pengaruh ISIS di wilayah yang sebagian besar dihuni umat Muslim.,Militer mengatakan pasukan yang berjaga di detasemen di Kota Indanan, Sulu memperingatkan sesama prajurit untuk berlindung ketika seorang wanita berpakaian abaya terlihat bertingkah mencurigakan. Beberapa saat kemudian sebuah ledakan terjadi.,Ledakan itu bisa menyebabkan banyak korban termasuk pasukan yang menjaga detasemen. Komandan satuan tugas regional Mayor Jenderal Corleto Vinluan mengatakan dalam sebuah pernyataan menambahkan bahwa detonator telah ditemukan di tempat kejadian.,Sejauh ini belum ada klaim pertanggungjawaban dari kelompok militan, tetapi tentara mencurigai kelompok militan Abu Sayyaf sebagai dalangnya.,Kepulauan Sulu di , adalah kubu Abu Sayyaf, sebuah faksi radikal yang telah berjanji setia kepada ISIS. Kelompok ini terkenal karena pembajakan dan penculikan demi tebusan.,Menurut juru bicara Satuan Tugas Gabungan Sulu Letnan Kolonel Gerald Monfort, seperti dilaporkan , penyerang tidak mengindahkan peringatan penjaga yang bertugas untuk berhenti.,dalam bahasa Tagalog.,(Dia (petugas) mengatakan, 'Jangan masuk, jangan masuk,' dan kemudian tak diindahkan sehingga dia berlindung. Semua prajurit bersiap dengan posisi siap tempur, lalu ledakan terjadi.),Insiden hari Minggu ini terjadi sehari setelah ledakan di pasar, bagian lain di wilayah itu. Peristiwa itu melukai delapan orang.,ISIS mengklaim bertanggung jawab atas ledakan di pasar yang terletak di Provinsi Sultan Kudarat, tetapi penyelidik militer berusaha mengecilkan keterlibatan kelompok militan. Mereka menduga serangan itu dilakukan oleh kelompok terinspirasi ISIS.,Presiden Filipina Rodrigo Duterte telah bersumpah untuk melenyapkan militan Abu Sayyaf. Ia bahkan meningkatkan operasi militer, meskipun pengeboman yang menargetkan warga sipil dan militer terus berlanjut.",https://www.liputan6.com/global/read/4058850/wanita-diduga-bomber-bunuh-diri-meledak-dekat-markas-militer-filipina-teror
"Pemindahan Ibu Kota, Tokoh Masyarakat Kaltim Ingatkan Potensi Gegar Budaya",liputan6.com,2019-09-10,02:00,Regional,Kalimantan," Ahmad Husri, tokoh masyarakat Kalimantan Timur mewanti-wanti potensi gegar budaya atau , di masyarakat lokal Kaltim sebagai dampak ,. ,Gegar budaya, kata Ahmad Husri, bisa terjadi jika masyarakat lokal tidak siap menerima kehadiran Ibu Kota Negara dengan ragam budayanya, modernisasi, intelektual masyarakatnya yang tinggi, dan persaingan dalam segala aspek kehidupan.,Ia mengatakan, sebagai pusat pemerintahan negara bakal banyak manusia berkualitas yang berdiam di Provinsi Kalimantan Timur.,Sementara fakta menyebutkan, tidak semua Sumber Daya Manusia (SDM) di Kaltim bagus, khususnya untuk menyambut tantangan sebagai Ibu Kota Negara.,""Jangan sampai masyarakat lokal nantinya hanya sebagai penonton saja, sementara yang berperan besar dengan keberadaan Ibu Kota justru para pendatang,"" beber Ahmad Husri.,Husri mencontoh keberadaan masyarakat asli Kota Jakarta, yang saat ini banyak berada di pinggiran Ibu Kota, bisa menjadi pelajaran berharga bagi masyarakat Kaltim untuk menjawab tantangan sebagai ,.,Menurut Ahmad Husri, dalam mengantisipasi dampak negatif tersebut para pemimpin, tokoh masyarakat, partai politik dan juga pemerintah provinsi punya tanggung jawab yang besar, khususnya untuk meningkatkan SDM masyarakat lokal sehingga punya daya saing sebagai warga yang akan tinggal di pusat pemerintahan negara ini.,""Mungkin salah satu jawabannya adalah dengan program Beasiswa Kaltim Tuntas, program tersebut diharapkan bisa efektif dan tepat sasaran dalam rangka meningkatkan SDM Lokal yang ada,"" katanya.,Ia berharap pemberian program beasiswa yang dicanangkan oleh Gubernur Kaltim, Isran Noor ini bisa terserap secara maksimal khususnya untuk masyarakat Kaltim.,""Beasiswa Kaltim Tuntas harusnya bisa menuntaskan masalah di masyarakat Kaltim, bukan untuk masyarakat di luar Kaltim,"" katanya.,Husri juga berharap dampak dari , di Kaltim ini bisa membawa manfaat yang nyata khususnya bagi masyaraka lokal, baik dari segi pembangunan hingga aspek kesejahteraan masyarakatnya.",https://www.liputan6.com/regional/read/4058384/pemindahan-ibu-kota-tokoh-masyarakat-kaltim-ingatkan-potensi-gegar-budaya
"Bebas Keluar Masuk Lapas Kendari, Napi Korupsi Tipu Pemilik Toko Bangunan",liputan6.com,2019-09-10,00:00,Regional,Sulawesi," Lembaga Pemasyarakatan Kelas IIA Kendari diduga membiarkan , sengaja keluar tahanan. Tidak terpantau selama beberapa jam, salah seorang napi sempat kembali menipu korbannya saat berada di luar sel.,Narapidana itu, diketahui bernama Yasrin Nado (42). Dia berstatus tahanan korupsi di Kabupaten Konawe pada 2012 lalu. Dari informasi pihak Kemenkumham, masa tahanan Yasrin akan selesai beberapa bulan lagi.,Ternyata, sebelum bebas keluar tahanan dan ditangkap polisi karena menipu, Yasrin sudah dipercaya pihak Lapas Kendari. Dia diserahi mengurus mesin pembuat batako di Lapas Kendari. Mesin batako, ditaruh di lingkungan Lapas untuk digunakan narapidana lainnya.,""Nah, mungkin karena diserahi tugas mengurusi batako itulah, dia pakai mobil keluar,"" ujar kepala Divisi Pemasyarakatan Lapas Kelas IIA Kendari, H Muslim.,Kepala Lapas Kendari, Abdul Samad mengatakan, , itu bisa keluar lapas karena menumpang mobil Lapas. Lagipula, saat membuat batako, lokasinya berada di luar pagar Lapas.,""Saat itulah dia keluar tanpa izin. Saat keluar itu, dia sempat ke toko bangunan,"" ujar Abdul Samad.,Samad melanjutkan, tak mengetahui jika Yasrin keluar Lapas. Jika pihaknya tahu, tentu tak mengizinkan dan mencegah Yasrin keluar.,Yasrin, napi korupsi Lapas kelas IIA Kendari diketahui sempat menipu bos toko bahan bangunan di Kota Kendari. Tak tanggung-tanggung, Yasrin berhasil mengelabui korban hingga menderita kerugian Rp162 juta.,Awalnya, menggunakan mobil milik Lapas Kendari, , itu datang mengangkut sejumlah jenis barang di toko milik korban. Dia berjanji membayar nanti melalui transfer bank. Ternyata, janji sejak Maret 2019 tidak ditepati pelaku hingga Agustus.,Pemilik toko bangunan yang menjadi korban, Supardi sudah melapor ke Polres Kendari. Namun, pihak Polres tak bisa menahan pelaku karena masih berstatus narapidana Lapas Kelas IIA Kendari.,Kuasa hukum korban, Sukdar SH malah menyoroti sikap Lapas Kelas IIA Kendari. Menurutnya, narapidana korupsi tak bisa dibiarkan keluar dengan alasan tak jelas.,Hal ini sudah diatur dalam undang-undang melalui Peraturan Menteri Hukum dan HAM nomor 12 tahun 2016, yakni, tentang tata cara dan syarat narapidana diberikan izin untuk keluar.,""Pasal 7 itu jelas, kasus korupsi, narkoba, kejahatan kemanusian, pemberontakan membuat napi tak bisa keluar. Namun, ini kami pertanyakan, kenapa Lapas bisa begini,"" ujar Sukdar, Minggu (8/9/2019).,Dia juga menegaskan, sudah melaporkan ke ombudsman Sulawesi Tenggara. Namun, hingga saat ini belum ada perkembangan., ",https://www.liputan6.com/regional/read/4058128/bebas-keluar-masuk-lapas-kendari-napi-korupsi-tipu-pemilik-toko-bangunan
"3 Harimau Sumatra Dikabarkan Muncul di Siak, Ini Penjelasan BBKSDA Riau",liputan6.com,2019-09-10,03:00,Regional,Sumatera," Kecamatan Kandis, Siak, dalam beberapa pekan terakhir menjadi perhatian Balai Besar Konservasi Sumber Daya Alam (BBKSDA) Riau. Banyak laporan, baik itu dari warga atau pihak kecamatan, terkait kemunculan , dalam beberapa hari terakhir.,Tak hanya di Kampung Kelakar, pihak kecamatan juga mengaku menerima laporan kemunculan , di Desa Belutu. Ada tiga warga mengaku melihat harimau muncul dalam empat waktu berbeda.,Pada 31 Agustus 2019, seorang warga, Suliana, mengaku melihat harimau melintas ketika mengumpulkan brondolan atau butiran buah sawit di konsesi perusahaan di sana.,Perempuan 39 tahun itu menyebut ada dua harimau yang terdiri dari induk dan anak melintas di jalan. Jarak dirinya dengan harimau itu sekitar 30 meter.,Beruntung, harimau itu tidak menyerang karena sekadar lewat saja. Kejadian ini kemudian dilaporkan Suliana ke pihak perusahaan, lalu atasannya meneruskan ke kecamatan hingga sampai ke BBKSDA Riau.,Sebelum Suliana, pekerja lainnya bernama Leni pada tanggal 16 dan 18 Agustus 2019 juga mengaku melihat harimau melintas di perusahaan yang sama. Persisnya di Blok J39 dan Blok J31. Harimau yang muncul itu berjumlah satu ekor.,Berikutnya, pada 5 September 2019, warga lainnya bernama Luna Milyana, mengaku berpapasan dengan , ketika melintas di jalan desa. Kejadian pukul 21.00 WIB ini tak jauh dari pipa minyak milik perusahaan.,Ada satu ekor harimau sumatra yang dilihat perempuan 18 tahun itu. Kejadian ini lalu dilaporkannya kepada perusahaan lalu diteruskan ke kecamatan.,Kabid II BBKSDA Riau Heru Sutmantoro menjelaskan, pihaknya bersama tim dari Resort Duri sudah ke lokasi untuk mengecek informasi kemunculan harimau. Pihak BBKSDA Riau juga bertemu dengan perusahaan pemilik konsesi, PT Invomas.,Saat berkoordinasi terkait kemunculan harimau ini, manajemen perusahaan membawa tim ke areal ataupun blok munculnya perusahaan. Selama berada di lokasi, belum ada tanda kemunculan harimau.,""Tidak ada ditemukan jejak di lokasi, begitu juga tandai lainnya seperti kotoran,"" sebut Heru.,Selama menelusuri jejak, tim BBKSDA Riau juga tidak menemukan adanya sisa hutan di lokasi. Hal serupa juga dikatakan perusahaan karena konsesinya merupakan kebun sawit dan tidak ada hutan.,""Dan di lokasi juga tidak ada laporan kehilangan ataupun serangan terhadap ternak,"" kata Heru.,Kepada masyarakat dan karyawan perusahaan di sana, BBKSDA Riau menyosialisasikan bagaimana cara menghadapi harimau ketika bertemu. Salah satunya tidak reaktif karena bisa membuat harimau melindungi diri., ",https://www.liputan6.com/regional/read/4058135/3-harimau-sumatra-dikabarkan-muncul-di-siak-ini-penjelasan-bbksda-riau
